CODE,DOMES,STATION DESCRIPTION,LAT,LONG,HEIGHT
WIND,31101M001,Windhoek NAMIBIA ,-22.57491667,17.08944444,1734.7
WINN,44327M001,WINN RACS-GSD CA NADA,49.90061111,262.7405278,220.4
WMGA,59961M001,Warramunga AUSTR ALIA,-19.93336111,134.3545278,416.4
WROC,12217M001,Wroclaw POLAND ,51.11325,17.06205556,180.8
WSRT,13506M005,WESTERBORK THE N EDERL,52.91461111,6.6045,80.4
WTZA,14201M013,Wettzell GERMANY ,49.14422222,12.87888889,664
WTZR,14201M010,Wettzell GERMANY ,49.14419444,12.87891667,666
WTZS,14201M015,Wettzell GERMANY ,49.14477778,12.87863889,663.4
WTZZ,14201M014,Wettzell GERMANY ,49.14422222,12.87891667,665.9
WUH2,21602M007,WUHAN-JIUFENG CH INA,30.53166667,114.3572778,26.2
WUHN,21602M001,WUHAN-JIUFENG CH INA,30.53163889,114.3572778,25.9
WVGB,40441M002,Greenbank UNITED STAT,38.43013889,280.1829722,811.2
WYLC,49220M001,Laramie County U NITED,41.10452778,255.2246389,1823.9
XMIS,50183M001,Christmas Island AUST,-10.44994444,105.6885,261.5
YAR2,50107M004,Yarragadee AUSTR ALIA,-29.04655556,115.3469722,239.3
YAR3,50107M008,Yarragadee AUSTR ALIA,-29.0465,115.3471389,242.4
YARR,50107M006,Yarragadee AUSTR ALIA,-29.04658333,115.3469722,241.4
YEBE,13420M001,Yebes SPAIN ,40.52491667,356.9113889,970.8
YEL2,40127M006,Yellowknife CANA DA,62.48133333,245.5191389,179.2
YELL,40127M003,Yellowknife CANA DA,62.48088889,245.5193056,181
YIBL,25001M001,Yibal OMAN ,22.18647222,56.11233333,95.1
YKRO,32601M001,YAMOUSSOUKRO COT E D'I,6.870555556,354.7599167,270.3
ZADA,11905M001,Zadar CROATIA ,44.11316667,15.22758333,64.3
ZAMB,34601M001,Lusaka ZAMBIA ,-15.42552778,28.31102778,1324.9
ZAN1,49520S001,ANCHORAGE (FAA) ALASK,61.22919444,210.21975,80.3
ZDC1,49205M001,DC WAAS 1 UNITED STAT,39.10158333,282.45725,79.6
ZECK,12351M001,ZELENCHUKSKAYA R USSIA,43.78838889,41.56508333,1164.4
ZIM2,14001M008,Zimmerwald SWITZ ERLAN,46.87711111,7.465027778,954.5
ZIMM,14001M004,Zimmerwald SWITZ ERLAN,46.87711111,7.465277778,956.4
ZKC1,49206M001,Kansas Cty WAAS 1  UNI,38.88016667,265.2091667,305.5
ZSU4,49286M001,San Juan WAAS 4 UNITE,18.43133333,294.0065278,-28.5
